IPCNum,id,title
G08,CN101236434A,一种无人机多模态控制与切换方法
F16,CN201096155Y,飞机起落架制动刹车盘副
B60,CN1799886A,冲气式飞船制造方法
B60,CN1059313A,悬挂式卫生箱
B60,CN2190038Y,气流冲击旋转式飞机轮胎
F16,CN204507278U,一种飞机通用吊挂设备
G08,CN103019113A,机载3G通信模块的开关控制装置及机载无线通讯系统
G08,CN203805801U,基于通用OLED曲面的行驶环境显示及控制系统
G08,CN1880790A,制动加力器
F16,CN105556248A,用于飞机的地面制动警报
B60,CN1886639A,用于展现信息的方法和系统
B60,CN201745408U,双动力飞机空调车
B64,CN103538500A,交通安全座椅高矮调节装置
B64,CN1012152B,离心扩压式推进器
B60,CN104760524A,一种可折叠式头靠遮光睡椅
F16,CN202624643U,一种飞机辅助动力装置漏油收集接头
F16,CN104763861A,飞机高温导管隔热包覆方法
B60,CN103465807A,系列座卧两用交通工具及其单独座卧两用椅
F16,CN203248892U,一种多用途回油接头
B64,CN204623854U,军用航空货物装卸组合货桥
G08,CN103927838A,一种烟雾热成像火灾自动定位探测系统及方法
B60,CN2818239Y,气囊式安全带
G08,CN104183098A,一种反劫持系统与方法
B60,CN1254660A,一种蹼爪和链条可伸缩的防滑车轮和轮胎
B64,CN203753111U,飞机安全辅助制动装置
B60,CN103552535B,自动充气救生衣
G08,CN102176272B,一种飞机机舱烟雾探测系统试验方法
B60,CN203358396U,一种气凝胶减震座椅
F16,CN1668503A,拦阻网
B64,CN203330919U,气源导管定位装置
B60,CN1057048C,乘客座椅
G08,CN103824447A,针对公共交通工具的预约式换乘方法及装置
F16,CN101346278A,燃油箱阀
B60,CN104500670A,飞机电刹车用内循环滚珠丝杠组件
F16,CN204512096U,一种快速拆装的紧固螺栓结构
B60,CN203528218U,飞机轮胎充气嘴
F16,CN202926807U,一种新型的地脚螺栓
G08,CN105070005A,一种多旋翼无人飞行器及遥测遥控方法
F16,CN1291173C,双元炭基体优化组合的飞机炭刹车盘制造方法
F16,CN104315112A,飞机场输送机构减速半轴
B64,CN105523179A,一种飞机刹车压力反馈调节系统及方法
B64,CN201100356Y,一种喷嘴式耗能器
B64,CN204399488U,一种遥控型无杆飞机牵引车
F16,CN101988570B,用于飞机缝翼作动器的齿轮齿条的设计方法
B60,CN204726658U,一种飞机数字化全电刹车系统
B64,CN105387111A,一种电磁阻尼器
B64,CN204279949U,一种新型无人驾驶飞机
G08,CN101710452B,编队飞行模式控制方法及装置
F16,CN105650190A,起落架缓冲支柱内腔充油装置
B60,CN104859843A,用于主动空气流控制的等离子体辅助合成射流
F16,CN101932504A,用以简化固定导管的固定件的安装与固定的飞机机身单元结构
F16,CN105539861A,一种根据气压差进气的活门装置
F16,CN101244766A,一种节能减排机场
G08,CN101308609A,利用虚拟领航机进行空中交通管制系统及其运行方法
B60,CN1245120A,飞碟型水陆空三栖航行器构造运行及操作方法
F16,CN204383752U,一种用于飞机驾驶员座椅靠背的调节装置
B60,CN1610719A,具有降低的可燃性的聚甲基丙烯酰亚胺泡沫塑料及其生产方法
G08,CN103680214A,优化的飞行方案管理系统
G08,CN100483477C,基于实时雷达和飞行情报的短期空中交通流量预测方法
F16,CN1106510A,永磁悬浮减震器
G08,CN2436988Y,多功能动态显示人行信号装置
B64,CN204328150U,一种提升调压能力的起动控制阀
B64,CN204587333U,一种方向舵位置调整测量夹具
B64,CN204895841U,一种设置有缓冲器的支臂式主起落架
F16,CN204300576U,一种管路的双层隔热连接结构
F16,CN1463891A,航空服务车
B64,CN103889779A,货物输送车辆
G08,CN201978498U,多功能体验式遥控系统
B64,CN204297060U,一种民用无人机尾翼拉杆结构
F16,CN105626738A,飞机起落架混合减震方法
F16,CN103996263A,一种采用烟雾气体传感的吸气式飞机货舱火灾探测器
B60,CN2651147Y,房屋形轮档
B60,CN104487757A,用于诸如航空器之类的乘客运输工具上的氢的可移除存储
G08,CN105565837A,一种碳陶复合材料的制备方法及其应用
F16,CN2302159Y,绝热板
F16,CN204587332U,一种飞机静力试验支持件
F16,CN104019252B,一种具有温度调节功能的空气混合分配装置
B60,CN104743124A,重力连续发电为驱动力的直升飞机
G08,CN102056778B,具有用于控制设置在飞机制动器上的电动机械致动器的推动器的锁定件的装置的电气制动回路
F16,CN203036104U,飞机用玻璃钢复材通风零件
B60,CN1107788A,带有椅垫的，交通运输用，特别适用于飞机的座椅
B64,CN103195852A,一种机械最优化的液体惯性减振器和飞行器塔式系统
G08,CN203300000U,用于飞机供电室的防触电报警器
G08,CN2708444Y,一种可用于大巴车、铁路客车及飞机的网络化的影音系统
G08,CN103489337A,一种基于改进的局部搜索策略的空中交通流量调控方法
G08,CN103188757A,基于分簇网络感知技术的火情趋势分析方法及系统
F16,CN204587301U,一种用于轻型通用飞机操作系统的柔性传动机构
B60,CN104663099A,一种施肥装置及包含该施肥装置的植保飞机
B60,CN101003303A,水陆两栖喷气式直升机整体结构及空气动力方法
F16,CN204587326U,小型飞机牵引杆
B60,CN1300686A,车载语言复读机
G08,CN104691773A,使用配置软件部件的飞机配置和软件部件管理
B60,CN104769484A,用于显示真实图像的装置的使用方法
F16,CN104507662A,混合构件和制造方法
F16,CN1055049C,大型异形铸型尼龙燃油箱制造方法
B60,CN104477057A,坐睡交通椅
F16,CN104265745B,一种用于飞机口盖的高强度快卸紧固件
B60,CN1131627A,机动车制动应急辅助装置
B64,CN202115408U,飞机食品车专用接机车箱及飞机食品车
F16,CN203879891U,一种飞机用空心螺栓及紧固结构
G08,CN1417591A,联合雷达/自动回报监视环境中的航迹资料融合处理方法
B64,CN103192330B,一种民航客机反推C涵道的修理夹具
B60,CN101066704B,飞机的供电装置
B60,CN104709020A,车风飞械、飞船机、机动车风、机电力风车、电动部架吹风机、电池动转车飞、飞天客车
B60,CN104943476A,经纬带轮胎内胆
B60,CN1593983A,一种具有流动、连锁和福利性的社区服务方法、设备与设施
B64,CN204399474U,无人飞机上的伸缩动力臂
B60,CN1076558A,汽车电器自动保护器
G08,CN104760701A,利用喷气推进系统实现降落的火箭背包
F16,CN104828260A,一种三段式空间运载系统
F16,CN102439646A,轨迹跟踪飞行控制器
F16,CN104507662A,混合构件和制造方法
F16,CN1123377A,无级变速机械系统
F16,CN101091016A,簇绒的非织造织物和粘合非织造织物
B60,CN104229159B,一种飞机清洗车
B60,CN1934596A,驾驶员知觉适应性测试的方法和系统
B60,CN100365272C,主动被动两用网布桨叶
G08,CN102831788A,用于改进预测路径显示输出的系统和方法
B64,CN1703526A,飞机内的滚动轴承
G08,CN1900984A,周界全天候防范系统
B60,CN100441482C,飞机座椅和座椅结构
B64,CN103407578A,一种变频飞机地面空调车
G08,CN104376744A,用于提供指示所需到达时间的显示的显示系统和方法
G08,CN104299455A,机场特种车辆自动驾驶系统
B60,CN204805365U,一种航空动力附件传动的转接装置
G08,CN103514761A,用于滑行道交通警报的方法和系统
G08,CN103489335B,一种多目标优化的飞行冲突解脱方法
G08,CN104753566A,一种用于飞机客舱内的通信系统
B64,CN201371948Y,飞机发动机减震架
B64,CN103573950A,动力杠杆增能装置
B64,CN2677207Y,飞机专用轮胎
B64,CN2463314Y,空港货物摆渡升降车
B60,CN104691775A,外置式再生制动技术
B60,CN2792839Y,多子胎自补防爆轮胎
B60,CN1738723A,"飞机安装组件,机轮及轮胎"
B64,CN204433041U,飞行器舵面传动结构
B64,CN105156790A,一种发动机与进气道连接装置
F16,CN1681706A,飞机或列车用的模块式厨房、该厨房用的壁和模块及安装有它们的飞机或列车
B60,CN2196083Y,一种使飞机轮胎自动旋转的叶片
G08,CN103325193A,基于无线传感器网络的机场跑道入侵防御系统及方法
B60,CN204606237U,移动式液压系统综合保障装置
F16,CN104019252A,一种具有温度调节功能的空气混合分配装置
B64,CN202529142U,海用型无人机舱段间密封和监测机构
B60,CN2574946Y,一种飞行汽车
B60,CN1307992A,安全带防暴力装置
B60,CN201432606Y,模块化、组合化多功能车
F16,CN101555943B,密封垫
F16,CN203847768U,一种飞机货舱灭火系统状态的转换控制阀
B64,CN104590583A,一种用于超轻型直升飞机主框架的工装
B60,CN204415744U,一种超轻型直升机专用运输轮
B60,CN101318481A,系列交通工具安全座椅及其头枕
B60,CN1980817A,绝缘方法
B60,CN1247141A,装配在长途汽车或飞机靠背椅靠背部背后的折叠桌子
B60,CN1042815C,两用车
B60,CN1699085A,一种汽飞车
F16,CN103447988A,自适应柔性托扶定位机构
B64,CN104443429A,一种挂梁式机翼活动部件中立位置卡板结构
B60,CN1767962A,两栖车辆悬架
B64,CN102069711A,锁档装置
G08,CN104670447A,带高效短距滑行或垂直起降飞机装置的航母、舰船、水陆喷气跑道
G08,CN104252768A,用于飞机存储室的有害气体报警器
G08,CN102024344A,民用机场场面监控系统
F16,CN104482089A,一种飞机标准件弹簧计算方法
F16,CN1438945A,具有改进胎边的飞机轮胎
F16,CN203214995U,卸荷式气体减压阀
B60,CN101698127B,一种可变形的游戏遥控器
G08,CN1588477A,飞机场接送站车辆搭载系统
G08,CN102483878A,标准移动通讯设备分心防止和安全协议
B64,CN102390229A,潜水飞机机翼变换机构
G08,CN105408175A,飞机制动系统
F16,CN104791508A,确定飞机制动阀阀芯与阀套之间环形间隙的方法
F16,CN2480199Y,无拖杆牵引车抱轮机构的安全门锁装置
F16,CN1064055A,防爆油箱
B60,CN204383106U,折棚
B60,CN101016036B,系列座卧两用交通工具及其座卧两用椅
G08,CN101534247A,配载信息处理方法、设备及系统
G08,CN105531748A,降落判断辅助系统、降落判断辅助方法以及降落判断辅助程序
G08,CN101665128A,用于高压输电线路检测的机器人
B64,CN102991488A,具有自适应能力的刹车系统恒力矩控制方法
B60,CN204415192U,座椅休憩辅助带
F16,CN105667207A,一种飞机机轮拆装机构
B60,CN202867965U,新型飞机水车污水罐排气帽
B60,CN2074728U,灯光监视器
B64,CN205207426U,一种外环开槽关节轴承
B60,CN1982094A,多子胎自补防爆轮胎及自补方法
G08,CN101527089B,基于地形数据的近地告警方法及系统
B64,CN105523178A,一种飞机双余度防滑控制系统
B60,CN102971214B,用于用户接口设备的连接支撑系统及方法
B64,CN104554818A,一种双层折叠式飞机牵引杆
G08,CN1666239A,用于离开航线飞机管理和警报通信的航空电子系统和地面站
B60,CN203449981U,改进的系列座卧两用交通工具及其多用途座卧两用椅
B64,CN105526219A,旗杆套管
G08,CN103413463A,一种ADS-B目标和雷达目标的数据容融合实现方法
G08,CN103473956A,基于改进蚁群算法的终端区进离场航线网络三维优化方法
B64,CN204433083U,一种飞机除冰车工作斗防碰撞设备
G08,CN102073846B,基于航拍图像的交通信息获取方法
B64,CN1919627A,竖向平移式空间多连杆独立悬架
B60,CN100474354C,用于辅助机场内飞机地面导航的方法和装置
B64,CN205168878U,一种轻便平稳的新型植保飞机
F16,CN103842704A,同轴管道系统的静电键合
B60,CN1398331A,无泄漏的气压式调节器
B64,CN105523186A,一种用于除湿/霜/冰的合成热射流激励器及应用
B60,CN104670497A,遥控植保飞机施肥系统
F16,CN105539296A,解决运载工具后侧盲区视线、扩充宽度视线的方法及其后视镜片
B64,CN1174520A,处理大气的方法和设备
G08,CN104346957A,用于突出显示围绕飞机的无险区域的系统及方法
B60,CN1400410A,非密封机械连接的密封方法
B60,CN102123912A,在飞行器旋转系统如直升机旋翼中减振的方法、设备和系统
B60,CN101575003B,用于飞机的飞机起落架总成
B60,CN204367992U,交通工具
B64,CN204548510U,机舱防水槽
G08,CN101201978A,基于实时雷达和飞行情报的短期空中交通流量预测方法
F16,CN103052824B,盘式制动器的双向制动方法所采用的制动机构及系统
F16,CN203082389U,玻纤增强中空壁聚乙烯缠绕管
F16,CN104315010A,双板式离合器机构和包括双板式离合器机构的机械变速器
B64,CN1304847A,空气悬浮轨道式高速飞车
F16,CN102425591A,一种带有弹簧装置的快卸锁
B64,CN203517047U,飞机地面空调送风软管
B60,CN104626693B,一种新型轻质结构材料及其制备方法与应用
G08,CN202979160U,基于全景点智能视频监控的机场跑道监控系统
B60,CN2573315Y,一种座椅头枕
B60,CN103522836A,一种飞机机轮拆装车
G08,CN203337177U,适用于渤海湾水上软刚臂系泊系统的现场监测预报系统
B60,CN101024424A,用于飞机引擎底座的具有反馈和前馈控制的主动消振和振动隔离
F16,CN105626763A,飞机起落架二级减震防护方法
G08,CN101093617B,远程引航系统
G08,CN201081790Y,舱内空气质量报警及处理装置
F16,CN105508487A,双阻尼与双发电复合型减震装置
B60,CN104908923A,用于飞机的窗户
B60,CN204236291U,安全椅
B60,CN2137309Y,陶瓷剖分式滑动轴承
B64,CN103287408A,"用于飞机轮子的电动制动器,该制动器包括配装有温度传感器的机电致动器"
F16,CN104843189A,一种催化燃烧惰化油箱的装置及其方法
B60,CN104616904A,磁弦射频量子色动力超级功放电容超级功放变压器磁碟陀螺旋翼量子色动力发电发动机汽车
F16,CN104895970A,一种用于飞机刹车装置的隔热板组件
G08,CN103559805A,基于北斗及惯性导航的高精度3G视频车载定位系统
G08,CN102203557B,用于要求抵达时间性能显示的方法和系统
F16,CN1129496A,PTC器件在配线系统中的应用
F16,CN1818174B,折棚的织物层
B64,CN204507245U,一种飞机侧杆操纵肘托装置
B60,CN204489207U,一种飞机隐身测试用转接件
B60,CN1086770A,螺旋弹簧式胶轮内胎
G08,CN101110164A,一种ADS－B管制工作站数据处理系统
B60,CN1586929A,安全轮
G08,CN102881188B,一种广播式自动相关监视目标的航迹建立方法
F16,CN203336187U,一种用于地板斜面加载装置固定的限位器
G08,CN101992699A,太阳能无人飞船
B64,CN104443353A,一种变翼飞机
G08,CN101527086B,航班时隙分配的实现方法
B64,CN102059549B,基于四个数控定位器的飞机发动机调姿安装系统及使用方法
B64,CN104760692A,一种飞机正常刹车系统
B64,CN204383396U,座椅防滑面料结构
G08,CN102385072B,一种应用于空降空投的气象引导方法以及系统
B64,CN104443352A,一种具有安全起落架的小飞机
B60,CN1053622C,具有改进胎面冠顶加强结构的偏置轮胎
B60,CN2401404Y,前伸式气囊电动风扇运输车
B64,CN205203367U,一种飞机
G08,CN104464385A,基于无线传感器网络的机场停机位检测系统及检测方法
G08,CN101799989A,交通工具定时提醒系统和方法
G08,CN101989374A,海洋风暴潮灾害预警系统及方法
G08,CN101599221A,防止飞行器登机桥之间的碰撞的系统
B64,CN204415706U,一种管式超轻型直升飞机的机架
F16,CN204660028U,一种双发动机的自转旋翼飞机
B64,CN103171762A,起落架减振器和操作所述起落架减振器的方法
F16,CN105526284A,一种飞机炭/炭刹车盘U型键传力装置
G08,CN103473958A,在地面操作期间显示避障信息的系统和方法
B64,CN2227048Y,载人仓体内桁架式卧、座铺
F16,CN205168911U,新型便携式植保飞机
G08,CN102063804A,TCAS与S模式应答机的收发电路的集成方法
B60,CN101980918B,用于对交通工具的内部空间加衬层的顶部嵌板
B60,CN204548520U,飞机拦阻索的回收支撑器
B60,CN103388635A,用于飞机轮子的制动器
B64,CN203770572U,改变目标装置运动速度的变速装置及冲撞试验装置
B60,CN102183323A,固定元件检测系统
B60,CN103318154A,用于飞机的机电式制动系统
F16,CN2544161Y,一种薄壁不锈钢管接头
F16,CN102927347A,应用在飞机氧气浓缩器系统上的三通电磁阀
F16,CN204300386U,水上起降飞机水密舱排水阀
B64,CN204473133U,新直升飞机
F16,CN204587327U,飞机锁紧装置
F16,CN103791192A,用于固定双层蒙皮管道的连接器和获得的组件
F16,CN202991996U,起落架缓冲器泄压装置
B60,CN103337199B,一种适用于机载防撞系统的多维机动防撞方法
F16,CN201632818U,一种飞机发动机安装车
G08,CN102231243B,用于推选航前离场方式的数据处理系统及方法
B60,CN203819058U,一种牵引搬运车
B60,CN101492097B,飞机旅客登机桥的数据和能量传输系统
B60,CN1890124A,基于活性材料的气流控制设备
B60,CN104100667A,一种单体圆柱形多向等刚度全金属减振器
G08,CN102568249B,一种基于动态空域容量的飞行流量告警方法及其系统
F16,CN204436991U,一种可伸缩定位销
G08,CN100483148C,具有自动检查临近区域以及雪、雾检测功能的飞机进站系统和方法
F16,CN103089798A,滑动轴颈轴承
B64,CN104002784A,一种多轮系刹车机轮的刹车控制系统
F16,CN204623847U,一种新型飞机行李箱锁结构
B60,CN104590503B,一种用于船舶、飞机的太阳能光伏供电求救装置
F16,CN102691798A,接头密封系统
B60,CN2556078Y,一种车载大屏幕安全翻转支撑装置
B60,CN204415713U,一种超轻型直升飞机同步脚蹬
G08,CN102364553A,基于TCAS系统的区域空域管理监视系统
F16,CN102815406A,线密封开口汽缸单向蒸汽弹射器
B60,CN101018691A,具有与温度传感器连通的控制器的温度调节装置
B64,CN104973244A,用于旋翼飞行器的旋翼臂组件及其装配方法
B60,CN204291244U,电力无人直升机可见光精确检测系统
B64,CN101954565B,翻边轴承的更换工艺
B64,CN204473146U,飞机座椅安全自动检测装置
B60,CN2908208Y,防枪弹飞机赛车军警车高档车专用防爆胎安全环保轮胎
F16,CN1396565A,用于生成烟气溶胶的方法和装置
B60,CN103223938B,一种用于飞机电刹车无刷直流电机的灰色滑模控制方法
B60,CN2512655Y,分离式多座位汽车座套
G08,CN202193050U,一种新型的防碰撞系统
B64,CN105438486A,一种机身尾部保护系统
G08,CN1491408A,飞机最近点通过时刻等的测定方法
B64,CN103373476A,飞机机翼壁板形面检测加工的柔性工装及检测加工方法
B60,CN203952992U,储光杯座
B60,CN104943471A,包括建立轮子内泄漏路径的管道的飞机轮
B64,CN204433080U,一种双层折叠式飞机牵引杆杆身结构
B60,CN105383322A,一种氢能纯电动动力总成
B64,CN104321572A,飞机厨房管道系统的紧凑型空气止动阀
G08,CN101572016B,提供航班运行数据的方法及系统
B64,CN204507295U,一种口框硫化橡皮层的保护装置
F16,CN205207671U,一种双密封胶条的油箱口盖
B60,CN200977876Y,系列座卧两用交通工具及其座卧两用椅
G08,CN103413461A,一种用于飞机安全的综合监视系统及其监视方法
B60,CN102236954A,记忆遗忘提醒器
G08,CN102915652A,飞行器交通分离系统
G08,CN100541370C,一种无人机多模态控制与切换方法
B64,CN105026228A,节约电力的电制动系统以及操作该系统的方法
G08,CN102509434A,机场塔台飞机油量远程查询系统
F16,CN105626875A,水上起降飞机水密舱排水阀
B60,CN2106091U,免充气轮胎
F16,CN103991514A,无轴式平衡装置
G08,CN102721976B,无线遥测移动式地震观测仪器
B64,CN104175941A,一种直升飞机运输车
G08,CN204010256U,飞机跑道上飞机状态的检测报警系统
B60,CN104491993A,高空救生装置
B60,CN2121371U,自调式航空和汽车水平座椅
B60,CN103223938A,一种用于飞机电刹车无刷直流电机的灰色滑模控制方法
G08,CN201918032U,一种飞行器低空飞行防撞的装置
G08,CN1701346A,用于在预定区域内监视人员－特别是飞机乘客的设备
B64,CN204674833U,一种自转旋翼飞机的农药喷洒装置
B60,CN203294315U,动力装置的支撑结构
G08,CN103701488B,具有1090兆赫扩展电文的广播式自动相关监视能力的S模式应答机
B60,CN103661335B,双信号数字电传防滑刹车系统
B64,CN104670482A,蜗轮蜗杆式飞机电刹车系统及工作方法
F16,CN102036879A,用于组装飞机的抗扭盒结构的方法和装置
B60,CN204124006U,定位型飞机餐板
B60,CN102874403A,一种具有刚性实心轮胎和缓冲支架组合的飞机轮系
B64,CN101048314A,货物系统的滚轮/锁定件/动力驱动单元的一体化托架
F16,CN104482280A,一种飞机气密舱的排水方法
F16,CN103629251A,一种复合材料衬套压装方法
G08,CN102184647B,一种空中目标的冲突解决方法
G08,CN101027618A,在着陆或起飞点附近帮助导航旋翼飞机的方法和装置
B60,CN204494320U,一种飞机客舱应急通道发光条
B64,CN1326879A,挡风玻璃雨刮臂
G08,CN104821167A,在飞机上利用语音命令的系统和方法
